i,t,m,Energy,Protein,Fiber,Folate,Calcium,Carbohydrate,Iron,Niacin,Riboflavin,Thiamin,Vitamin A,Vitamin B-12,Vitamin B-6,Vitamin C,Zinc,Magnesium,Phosphorus,Potassium,Vitamin E,Vitamin K
1013000201,2010-11,Central,1.6110418747139144,3.3320866248552568,1.8768876793847347,2.1263633705620335,0.45876424831069995,3.7967190993264386,1.9452304757665713,2.3768957059954876,1.8336540899218927,2.2251360051646376,0.3321730866932246,3.659361068948011,3.950311210712037,3.051033620180358,1.4991056631963757,0.0,0.0,3.097507158404093e-05,0.0,0.0
1013000204,2010-11,Central,2.496072769771403,6.046424696946221,2.9124318159887066,3.343777529667321,0.5524277133421942,3.8388117638612984,3.055623106776674,3.5476760518922483,2.906159473571407,3.570649081506025,0.565375673222137,5.444653944213409,5.8870322297438396,6.194532881637513,2.791189172248742,0.0,0.0,3.986503801186269e-05,0.0,0.0
1021000108,2010-11,Central,1.65614308225079,3.5124938019330876,1.8798198614517774,2.196597994807872,0.4518719037710567,3.5422983782435917,2.281702135583294,2.4332260778949215,1.841014445128052,2.2653151925740227,0.31564958288318545,4.062178016066883,3.806121375404974,2.7976795560180037,1.4177914284930397,0.0,0.0,2.9780494078509943e-05,0.0,0.0
1021000109,2010-11,Central,2.6890745392574202,5.9980303976027,3.04986086429892,3.744009465694124,0.6971342361646566,5.6351594585024,3.909539313589586,4.1029083489750615,3.1509775837400484,3.962244073293689,0.5495648391795707,6.342537847647836,7.140376400769854,5.241525209796984,2.5657989185880203,0.0,0.0,4.2834376812340584e-05,0.0,0.0
1021000111,2010-11,Central,1.5836096095671282,3.3079983547606706,1.7935365555189453,1.8127597577056862,0.4212903836706266,3.3497071873155937,1.5041691192291085,2.3024970073904307,1.6933950905020134,2.023447665628637,0.2923153288619016,3.8491702556286755,3.5467981602779304,2.584636719635373,1.4139462088029473,0.0,0.0,2.7122697347993246e-05,0.0,0.0
1021000113,2010-11,Central,1.4401523574604305,3.08973734829463,1.64839816283381,1.8394551169064475,0.37509152063571316,3.0038441671840834,1.5666262428854103,2.0778807393901038,1.5691751517401282,1.9271657999408165,0.29612363736061925,3.407292191958234,3.385055375857002,2.881135968718079,1.2680700533841096,0.0,0.0,2.4849873503968686e-05,0.0,0.0
1021000201,2010-11,Central,2.3880415087629623,5.542490775878706,2.7093700471597413,2.9630958581752744,0.5378992573614226,4.320508160406908,2.3730924698762763,3.4619041162808437,2.7330016767411194,3.24027338338891,0.5032684029441757,5.627492359136903,5.463832286393536,4.733870927000399,2.291229708800198,0.0,0.0,3.8621996102968855e-05,0.0,0.0
1021000203,2010-11,Central,1.619488479785699,3.1777705896736155,1.9455577394010437,2.087720547635354,0.4126316039835003,3.4477205484799636,1.7463532055903417,2.233638948705402,1.7547074634222979,2.231690552513905,0.29820588212308075,3.2083878106820074,3.763659350127478,3.173192578832769,1.4811940837260176,0.0,0.0,2.6876255930965065e-05,0.0,0.0
102100020304,2010-11,Central,1.5654562910947318,3.1172459532751495,1.7861710364109387,1.9901847019527665,0.4536699947649706,3.92160867380743,1.874487198174172,2.209460046551236,1.6246995266698048,2.1437844349300863,0.30213262126643164,3.5231192584922386,3.7654309999952598,3.261923353979259,1.3515736119159942,0.0,0.0,2.9565274391660332e-05,0.0,0.0
1021000207,2010-11,Central,3.12367492942776,7.024063299314377,3.479322116929863,3.691937451733143,0.7138939440502325,5.86476508014598,3.2046516812505303,4.51546794847419,3.5910349283221024,4.121956517897634,0.6633945476489175,7.415311654373915,6.82038349961044,5.6024555142548325,2.9959209763562313,0.0,0.0,4.7887276028577515e-05,0.0,0.0
1021000212,2010-11,Central,1.2907948475694202,2.69282901857117,1.5300515812838074,1.4843734426251385,0.3648994420190488,2.7531836553842686,1.0888716460740626,1.8664936882840193,1.4283415271415676,1.777134216220707,0.23577361537761457,2.73857209863913,3.1175929580986526,2.63845855725961,1.3006893559100494,0.0,0.0,2.8271156211539354e-05,0.0,0.0
1021000213,2010-11,Central,3.607308643154316,7.87671446933795,3.9554639621675216,4.472784211358078,0.689935340476038,6.5493094805701055,4.463554751116524,5.243002670075956,4.358341063746695,4.80762323530685,0.7170929337801288,7.916982162092889,8.407632834129554,6.152979417816543,3.4334063650418942,0.0,0.0,3.184995592356865e-05,0.0,0.0
1021000312,2010-11,Central,2.3338171530149885,5.678236320722521,2.6870113890715692,3.1122849000966344,0.5675450632206008,4.217479217095732,2.2630317674817046,3.45523050168854,2.7382086043324128,3.422654688700935,0.5152705081410022,5.3800821155731695,6.031712173537814,5.811317427676144,2.4561464845369927,0.0,0.0,4.286656955964457e-05,0.0,0.0
1021000402,2010-11,Central,1.3962582541763329,2.9947081392373747,1.5247233357715915,1.868307911939452,0.48319962088919305,3.194616451508667,2.615443369317692,2.0890371130120617,1.5514460170106648,1.832059435280718,0.326077722936221,3.9084406681958193,3.1600524156132,2.18686803663488,1.1808687014619206,0.0,0.0,3.156395641937635e-05,0.0,0.0
1021000405,2010-11,Central,1.6545599298214577,3.6342682961638517,1.7915389204259236,2.1429760782408627,0.4491568480894338,3.327580615198494,2.4084854839433327,2.376237585944058,1.8384083307889072,2.248880735406934,0.3678341133029192,4.219918057545741,4.083536081054724,3.495494675477442,1.4702605682170973,0.0,0.0,3.560804083404119e-05,0.0,0.0
102100040502,2010-11,Central,1.7870646754912984,4.46258131592069,2.065801143951652,2.383165467715161,0.43494869415866744,3.056725734815933,1.7385886149969894,2.709392670911873,2.100710213198692,2.6948253119451993,0.3778415616820905,3.8304582189036345,4.879573576536626,5.760570383716243,1.9051525531294842,0.0,0.0,3.197573500891632e-05,0.0,0.0
1021000503,2010-11,Central,3.132106675890696,6.961484027396577,3.621103893224918,3.944268653182874,0.7198004480167147,5.6724189333582204,3.4095960265222023,4.471609833632632,3.820399093979294,4.587937436365301,0.6655998120484474,6.621162738697003,7.669633008886052,6.729756524450997,3.200997480843258,0.0,0.0,5.7366228528673964e-05,0.0,0.0
1021000504,2010-11,Central,2.2476977785654673,5.680144784148273,2.578961033455139,2.97949062996475,0.5707963915111282,3.9620004767688877,2.238678726580912,3.486760238316491,2.7301682371355733,3.292679453682046,0.487763792695667,5.374105395468722,5.85302769728666,5.515916934808156,2.4256838848645015,0.0,0.0,4.4048448096337355e-05,0.0,0.0
1021000506,2010-11,Central,1.8433084778116242,3.8099215724230464,2.1395434284830905,2.308525190751678,0.5165028956932722,4.128157927791898,2.0435385761243725,2.6227329684872154,2.0371242759915673,2.4747761903092003,0.38495804352054225,4.271101986266787,4.138927710560453,3.279129759024997,1.725111612734926,0.0,0.0,3.4642182275457184e-05,0.0,0.0
1021000607,2010-11,Central,2.777272608767849,6.455874440822988,2.775724973456106,3.3288458141395223,0.563222929005195,4.807058225924985,3.8126399548823806,4.094547274704353,3.5232478763191555,3.277864709562084,0.6867443921809843,7.5475885035468,6.100877026916339,5.082028096472463,2.4071090654343363,0.0,0.0,3.3497307397430415e-05,0.0,0.0
1021000608,2010-11,Central,1.3689219172077691,2.862050418120997,1.4952930079631468,1.765288291306835,0.3653212536978834,2.99991695602901,1.9914403074450355,1.9027120337961632,1.4550323854926366,1.8935103294577578,0.2858058965611071,3.2813221369213954,3.4001313496950747,3.0248393660700863,1.1874892059911972,0.0,0.0,2.9917762351402605e-05,0.0,0.0
1021000610,2010-11,Central,19.44736319788793,60.034787324985714,19.230165147745208,24.197483527148723,3.387518027924801,26.071090246109815,14.798817032914858,28.89732041945924,24.045997252510677,27.15912711483731,4.806314773506302,57.675518893845314,51.34240818438301,48.06298332376125,18.79887774330154,0.0,0.0,0.00019863281942332161,0.0,0.0
1021000612,2010-11,Central,5.59851567492863,11.58755415152172,6.116860127708798,6.560181981057208,1.341636641867038,12.078259960060624,6.171363698901613,7.851013829793949,6.020384028044523,7.268823278818419,1.0281646497907526,13.65250304385529,11.203985624697834,8.039733799531506,4.954874438691118,0.0,0.0,7.125501041929323e-05,0.0,0.0
1021000701,2010-11,Central,2.720858130641219,5.813023766230124,2.9967339115843123,3.398944655167994,0.5743273184438591,5.768705795990474,3.5243905721871323,3.766183733709171,2.9963396886375246,3.6950889207682427,0.5399537637936382,6.321809796770215,6.301931379695376,5.368386650134999,2.3989689670930274,0.0,0.0,3.8592854270053763e-05,0.0,0.0
1021000702,2010-11,Central,2.4092035243247256,5.257016711616287,2.7122121700333226,3.0948234826560284,0.7092931753321822,5.357840295122228,2.8917495434812133,3.520458288175436,2.672598475483085,3.3233930284583857,0.49615435441800565,6.200587418891375,5.202633833052197,4.300512357229563,2.223720186704115,0.0,0.0,4.7022112838566715e-05,0.0,0.0
1021000705,2010-11,Central,2.454252125127369,5.4873659490410835,2.623195946305404,3.199784872012834,0.7016020528404701,5.4722273503511385,3.425085742837009,3.681061793571267,2.707010305303612,3.464974057433627,0.5094353040862682,6.518399789006966,6.310707135315995,4.9394525302918675,2.136051642125955,0.0,0.0,5.0388031886205264e-05,0.0,0.0
1021000709,2010-11,Central,1.4638364199819918,2.9539528017387537,1.707019040074624,1.9786254991699255,0.3991528317934556,3.211733261226437,1.860104649770074,2.0889383136792525,1.5995248267995945,2.0977490096797897,0.30591965410899874,2.987234198753321,3.643420623832031,3.338287134706877,1.3148124551751168,0.0,0.0,2.4087718206407142e-05,0.0,0.0
1021000710,2010-11,Central,4.6576859575217435,9.071191078892616,5.420318411492321,6.139632957538694,1.0311438383492748,10.928360261082666,6.128734407730555,6.639963663216169,4.968899599422091,6.647253538595371,0.6969912882362009,9.20230274733446,10.837007343742059,6.748484552742287,4.040719024846272,0.0,0.0,4.5290262049551094e-05,0.0,0.0
1021000711,2010-11,Central,1.6234739841368362,3.40039835907341,1.8833423290667308,2.0333335748115173,0.4029875640556602,3.4506645998560597,1.6417722296610084,2.21890568089088,1.7196349770626693,2.2153965161419,0.31974880944258177,3.6536459070271596,3.7165292000535426,3.2688627543077216,1.4957354352759702,0.0,0.0,3.0415364560883363e-05,0.0,0.0
1021000802,2010-11,Central,3.100392012883808,6.914820379065599,3.189125203794154,3.827792612627761,0.8691179833963623,6.262964991649704,5.070557379727373,4.546815915661813,3.584182793961643,3.965404323841871,0.7337712162020801,8.919074951794592,7.185377090359263,5.195159159278658,2.60915721388651,0.0,0.0,6.151486454792862e-05,0.0,0.0
1021000805,2010-11,Central,1.8123433576793087,3.951443586991057,1.9140689191371159,2.2962523486661,0.5163312875149112,4.015007807041851,2.8438476967946755,2.6313975245981727,2.010185391757431,2.385278103187468,0.4049469749089146,4.958203543813293,4.322599655540865,3.402349536066998,1.5185341899491769,0.0,0.0,4.1291919488320005e-05,0.0,0.0
102100080803,2010-11,Eastern,2.561982158681247,4.646600168346657,2.9112041449342323,2.9388987747949895,0.7064648092927533,5.748371994681128,2.5444269159434247,3.585288760787144,2.485224487521145,3.8301626774819444,0.45190646431038134,3.9521440351422252,6.3297184414785415,6.697188609286298,2.2867892491886326,0.0,0.0,3.343802134374037e-05,0.0,0.0
1021000809,2010-11,Central,3.6774288824465007,7.801706006715286,3.9162124735000168,4.579063526124813,0.8604726222155304,7.48696784931619,5.058640828471643,5.158194886026045,3.9958305228141087,4.884266314394127,0.7468407915454356,8.953745225472657,8.719222886285044,6.860865497452127,3.1917556204630633,0.0,0.0,5.300238477461994e-05,0.0,0.0
1021000810,2010-11,Central,2.64962359297574,5.024924262617439,2.9457652407479924,3.0740664509144167,0.8045573407838434,5.694239652159109,3.178209557417608,3.5110927521541857,2.7987504768137916,3.5155288006681213,0.5228564700338696,6.10122352914716,5.0672758328794,4.1372906262933595,2.202631970388439,0.0,0.0,5.8744250903236445e-05,0.0,0.0
1021000811,2010-11,Central,2.1208666685099944,4.764739117797593,2.435862775578507,2.9119608618338386,0.5243839409118577,3.9979484956397586,2.869398165194305,3.034085887469568,2.4306566801689122,2.9940633307917714,0.4807666049909868,4.973232655270638,5.028557566687197,4.279948737983864,2.038816862218853,0.0,0.0,3.662895552725591e-05,0.0,0.0
1021000904,2010-11,Central,2.2042905226648517,4.829018521926668,2.4949320809412523,2.9348943968844323,0.5346643924683925,4.736580886829059,2.944265149024342,3.220033688046649,2.476624747598022,3.1724846964016113,0.4446729584749168,5.056674607453367,5.465105776688229,4.62730914911339,2.0074651325056982,0.0,0.0,3.578195537290001e-05,0.0,0.0
1021000906,2010-11,Central,3.799060014776628,9.16902669889167,4.141175286313976,4.703516618167899,0.8339304515670238,6.7920225172943205,4.787530050516118,5.610868664945961,4.542685809891759,5.141177898046283,0.8791151318358444,9.646014639024873,8.406487113288915,7.35747287084204,3.650505643429824,0.0,0.0,5.797555881704418e-05,0.0,0.0
1021000909,2010-11,Central,3.4069794182496276,7.748959179000576,3.6191063333090923,3.919134778397677,0.7394440576111646,5.231162627100908,4.271419554825981,4.632723672550961,3.8301536373445337,4.172002353294968,0.8343538988039484,8.353342509216064,6.801112429551957,6.650442483961686,3.1766575529959153,0.0,0.0,5.273804554165475e-05,0.0,0.0
