i,t,m,Energy,Protein,Fiber,Folate,Calcium,Carbohydrate,Iron,Niacin,Riboflavin,Thiamin,Vitamin A,Vitamin B-12,Vitamin B-6,Vitamin C,Zinc,Magnesium,Phosphorus,Potassium,Vitamin E,Vitamin K
01152e19bbdd4744a712260121f34bf7,2018-19,Central,2.4987850148590285,3.789000078604493,2.149096436382151,2.449928451009908,0.4109467206149183,4.09589717180572,2.3161794750056663,2.6339161842235397,2.027795271534212,2.8958385298891005,0.7749027478967845,3.4275942687570744,4.30894914440285,3.788175621503512,1.5911392650579845,0.01844782488023902,0.08355198117531006,0.009091552347955112,0.1694946664779997,0.5048803208343594
0125c97b154d4f249c07f630cd52a102,2018-19,Eastern,6.711089769105323,7.872740573533424,5.9953353049619285,6.889144112545914,1.5096676729136431,13.9422379698742,5.839738630319429,6.542717457977834,5.225568423166136,7.888461956793429,2.204022394041314,7.115044401830137,12.234914971313751,11.945536673762128,3.720196040800435,0.05432223519620818,0.3230287671943909,0.03472190051873708,0.4741151078398403,1.2057708841296886
01474a4d9efd4b8190c37f5fba89a005,2018-19,Central,3.034730371490959,4.63152905066145,3.071153167704947,3.073544929839718,0.614409693118517,6.047409505460008,2.403592915705648,3.583800507292014,2.6160150742731583,3.552842242603599,1.0400765470482454,4.060509289699815,6.091552941460558,4.651696293103801,2.143975034192712,0.014334223221094039,0.07421319093197477,0.007437672580641366,0.1426339703475033,0.4159638848614814
01483c3751964ad2842b6e4a8b6edcdd,2018-19,Western,2.8858584541749317,3.7154565797493504,2.7898619776182874,3.6272267203983484,0.5663580543813831,5.49466783361789,3.141014055323821,2.8567901116692282,2.287418848218608,3.5819252965371344,0.7628201788737745,2.9831645654272534,5.199601953229586,4.030002784668474,1.7040445883684554,0.04134504791643803,0.2297312249269588,0.023721064874381564,0.19525345402300867,0.3566547283075403
014de44f6ef44053a6742d1db80fe516,2018-19,Eastern,1.9756881133865833,2.5038210540778763,1.881951109197396,1.9078470452666154,0.38924620435882945,3.721921648199404,1.3927696363309359,1.9053074280005875,1.4503748230233717,2.327960612514767,0.8220476154433384,1.8551885656124252,3.827472195527262,4.532928786527407,1.2677478894526297,0.013994549282527056,0.07104902216112974,0.006259335406604724,0.1106793196850856,0.3035876244311094
0192be21a93d4c2d83997fb6dc1c3ea6,2018-19,Central,3.50227748831179,5.163320729455797,2.8110514411744747,3.182166644649711,0.5536284554410557,5.016293878343275,3.1324258531722817,3.5899627809990244,2.6832796042670166,3.6585251762589417,0.9971209172701551,4.809128519058683,5.404826367517841,4.822007658625895,2.1306873911076005,0.02890259407402218,0.12643962661174082,0.014216895786229566,0.25854143946703595,0.8274606740214783
01c14a909dd54c2088fe1b32e84ae2ec,2018-19,Central,2.7314680396541915,4.5708390332435735,2.424175551201158,3.1933005718561267,0.49793603114940893,4.174957949367097,2.690216653626848,3.095126286111027,2.2285634675510546,3.223921881484233,0.7908514943022208,4.225249985216663,5.156978847966896,4.183231151507156,1.7880980510484246,0.02460466954093972,0.11206437966290472,0.012036703215611193,0.19615478911779838,0.5450284525656038
01c6b5639280472aa1dbfea2b7c10c24,2018-19,Western,3.0799039141287863,4.512681355316758,3.2707438820024692,4.380125552022727,0.6580782110354585,5.5293743310446155,2.7021070382398595,3.246607001899135,2.65018583430954,4.17700817445049,0.9367457983032185,3.4306200627377685,5.830883707936693,5.06883615680088,2.0892327871051717,0.034811071228025396,0.16938136773013732,0.01771096106429989,0.16513661933054113,0.34918206187707895
01dfba97dd29447f9a82aef0f59237de,2018-19,Eastern,3.283105794395021,4.194433629623866,3.204614660662632,3.5390337635312825,0.669894792236624,5.924855377958868,2.9096336527451707,3.2064365534216424,2.5064390337275526,3.982874074361007,1.1424961936579836,3.4229363594020485,6.026120836620082,6.177221603611497,2.0011789408760747,0.020604691878999055,0.12269458060935717,0.011006261723581294,0.19195919346146342,0.47696676194605664
01fc2a6821064f528ca01e20dbea8db2,2018-19,Northern,1.5061433911865019,2.0806521881017463,1.6814079234945507,2.2407524068797224,0.4180218244870967,3.4039841929052983,1.7065646480326178,1.5771114323825266,1.278733373399285,2.1398136265921077,0.6730285680116267,1.7343148717368966,3.2776233378344353,3.9485753234558354,1.013318484635658,0.010760134798660458,0.0656269545885217,0.005967420113998923,0.07508875437170602,0.15868208501741338
020fd884bebf40b0a97f2156b8eda1b6,2018-19,Eastern,3.110130201325979,3.7638673536177185,2.7547194990654753,3.055142533405191,0.6941633149415732,6.412612498143574,2.5507616376451256,2.993659759350105,2.225847224241786,3.5821353815591537,0.9156598002728803,3.4658940253331387,5.543963840550194,4.898352852020117,1.797736455248188,0.021868680607767168,0.15136418064396603,0.013986257054200209,0.19155244188330653,0.4697517846321297
021babeee5f646108cbe9bb3b2a4c485,2018-19,Eastern,2.7424442510428597,3.7034764134909075,2.3154676800519742,2.571190365191939,0.4446805006791742,4.328094850627739,2.313027153813611,2.586326345033905,1.948474514163488,3.089785420972827,0.9153378187350741,2.9735587571390956,4.816469133218141,5.591104051489527,1.6310909870176746,0.02559661298427458,0.11081725042665734,0.011539774178181299,0.1974346997586164,0.5733608096353817
02257a7aa9a94ca9b464e910e2bd642d,2018-19,Western,2.86996164077503,4.124269146011971,3.0098666424988143,3.8990253253186102,0.6263626238045867,5.163129765645608,2.656168192008165,3.030494502294366,2.3671061137037306,3.5983481472428736,0.800479909658844,3.3530626218640243,5.015511721617423,4.126839236035979,1.9176473842105133,0.03471667330979011,0.2106222888339157,0.018317289661775284,0.1594455797672513,0.30388164066615614
023400859c2e49d9a0701040d93fa0f2,2018-19,Eastern,1.7142565840868358,2.332921262784083,1.46637943435104,1.6693112637723169,0.3088952220790874,3.224178186208836,1.628346708552675,1.7059762578711748,1.24755633748162,2.0016322883456343,0.573207598742918,2.017006285550709,3.3303381996708272,3.5501121767069046,0.9810587291523493,0.013333745236121049,0.06194227107063508,0.006567382764597029,0.12384797351089032,0.3167318111712916
02617e359bfc48cbaa6ff204cb915790,2018-19,Central,2.0778472210644487,3.1912336644295065,1.9738626591109316,2.4807164734750833,0.45165520381346735,3.859389965629659,2.460439320206072,2.3811043977900455,1.7630895794161938,2.465425115202846,0.6238917612903656,2.9947905308234777,4.089967796061235,3.45629507593664,1.399238386391014,0.016407846778010507,0.09473114840323672,0.00860367219477001,0.13379789545496082,0.320211043080491
