t,m,j,u,price
2019-20,Eastern,Cooking Oil (refined),Kg,2434.269583
2019-20,Eastern,Cooking Oil (unrefined),Kg,2344.444444
2019-20,Eastern,Dodo,Kg,772.7657207
2019-20,Eastern,Donuts,Kg,1186.818182
2019-20,Eastern,Dry/Smoked Fish,Kg,2581.908144
2019-20,Eastern,Eggplant,Kg,534.8167776
2019-20,Eastern,Eggs,Kg,1609.195402
2019-20,Eastern,Eggs,Tray of 30 eggs,
2019-20,Eastern,Garlic,Kg,1586.987491
2019-20,Eastern,Ghee,Kg,14111.11111
2019-20,Eastern,Ginger (fresh),Kg,480.9576821
2019-20,Eastern,Ginger (powder),Kg,33333.33333
2019-20,Eastern,Goat Meat,Kg,10240.32258
2019-20,Eastern,Green Pepper,Kg,652.7235163
2019-20,Eastern,Ground Nuts (in shell),Kg,3436.27451
2019-20,Eastern,Ground Nuts (paste),Kg,5622.54902
2019-20,Eastern,Ground Nuts (pounded),Kg,4934.798535
2019-20,Eastern,Ground Nuts (shelled),Kg,5827.848101
2019-20,Eastern,Ice Cream,Kg,5600
2019-20,Eastern,Irish Potatoes,Kg,1182.901296
2019-20,Eastern,Jackfruit (fresh),Kg,6717.557252
2019-20,Eastern,Jam/Marmalade,Kg,1030.74314
2019-20,Eastern,Kabalagala,Kg,315.9210526
2019-20,Eastern,Macaroni/Spaghetti,Kg,5470
2019-20,Eastern,Maize (cobs),Kg,853.4039184
2019-20,Eastern,Maize (flour),Kg,1825.78125
2019-20,Eastern,Maize (grains),Kg,2100
2019-20,Eastern,Mangos,Kg,607.0566437
2019-20,Eastern,"Margarine, Butter, etc",Kg,9666.666667
2019-20,Eastern,Matoke,Kg,1611.396467
2019-20,Eastern,Milk (powdered),Kg,50000
2019-20,Eastern,Millet Flour,Kg,2194.936709
2019-20,Eastern,Mukene,Kg,7394.501855
2019-20,Eastern,Mushrooms,Kg,791.2581699
2019-20,Eastern,Ndiizi,Kg,1397.840248
2019-20,Eastern,Nkejje (dried),Kg,3481.191223
2019-20,Eastern,Okra,Kg,701.5599343
2019-20,Eastern,Onions,Kg,1066.541744
2019-20,Eastern,Oranges,Kg,772.4390418
2019-20,Eastern,Other Alcoholic Drinks,Kg,2508.064516
2019-20,Eastern,Other Fish (dried),Kg,1900
2019-20,Eastern,Other Fish (fresh),Kg,3597.749247
2019-20,Eastern,Other Foods,Kg,
2019-20,Eastern,Other Fruits,Kg,562.5
2019-20,Eastern,Other Juice,Kg,5166.666667
2019-20,Eastern,Other Juice (fresh),Kg,2964.285714
2019-20,Eastern,Other Juice (packed),Kg,5600
2019-20,Eastern,Other Meat,Kg,9285.714286
2019-20,Eastern,Other Spices,Kg,10800
2019-20,Eastern,Other Tobacco,Kg,625
2019-20,Eastern,Other Vegetables,Kg,615.5383705
2019-20,Eastern,Passion Fruits,Kg,1440.503733
2019-20,Eastern,Pawpaw,Kg,2392.666615
2019-20,Eastern,Peas,Kg,2200
2019-20,Eastern,Peas (dry),Kg,6668.589744
2019-20,Eastern,Perch (dried),Kg,2663.64939
2019-20,Eastern,Perch (fresh),Kg,5721.485398
2019-20,Eastern,Pineapple,Kg,3397.38118
2019-20,Eastern,Pork,Kg,8758.928571
2019-20,Eastern,Pumpkins,Kg,3978.056019
2019-20,Eastern,Restaurant (food),Kg,
2019-20,Eastern,Restaurant (soda),Kg,3297.435897
2019-20,Eastern,Rice,Kg,2954.43038
2019-20,Eastern,Salt,Kg,1258.625954
2019-20,Eastern,Samosas,Kg,531.0344828
2019-20,Eastern,Sim Sim,Kg,11024.24242
2019-20,Eastern,Sim Sim (paste),Kg,4890.909091
2019-20,Eastern,Sorghum,Kg,1640.289855
2019-20,Eastern,Soybeans (dry),Kg,4981.481481
2019-20,Eastern,Sugarcane,Kg,1428.571429
2019-20,Eastern,Sweet Potatoes (dry),Kg,726.25
2019-20,Eastern,Sweet Potatoes (fresh),Kg,1218.219174
2019-20,Eastern,"Sweet Potatoes (white, flour)",Kg,881.4814815
2019-20,Eastern,Tea (leaves),Kg,9232.421875
2019-20,Eastern,Tilapia (fresh),Kg,3227.84465
2019-20,Eastern,Tomatoes,Kg,754.6359052
2019-20,Eastern,Waragi,Kg,10232.7381
2019-20,Eastern,Water,Kg,1584.848485
2019-20,Eastern,Watermelon,Kg,5277.859303
2019-20,Eastern,Wheat (flour),Kg,2604.166667
2019-20,Eastern,Yams (arrowroot),Kg,4052.196393
2019-20,Eastern,Yoghurt,Kg,6933.333333
2019-20,Northern,Avocado,Kg,789.0916801
2019-20,Northern,Beans (dry),Kg,13347.11849
2019-20,Northern,Beans (fresh),Kg,1277.519914
2019-20,Northern,Beef,Kg,10154.41176
2019-20,Northern,Beer,Kg,5607.482993
2019-20,Northern,Biscuits,Kg,2453.884712
2019-20,Northern,Bogoya,Kg,1808.709334
2019-20,Northern,Bongo,Kg,944.1176471
2019-20,Northern,Bread,Kg,4754.166667
2019-20,Northern,Cabbage (green),Kg,2931.229441
2019-20,Northern,Cakes,Kg,5194.373981
2019-20,Northern,Carrots,Kg,1331.817835
2019-20,Northern,Cassava (dry),Kg,2335.312136
2019-20,Northern,Cassava (fresh),Kg,1054.678606
2019-20,Northern,Chapati,Kg,1663.846154
2019-20,Northern,Chicken (broiler),Kg,20000
2019-20,Northern,Cigarettes,Kg,3486.270492
2019-20,Northern,Coffee,Kg,6250.793651
2019-20,Northern,Cooking Oil (refined),Kg,3037.729568
2019-20,Northern,Cooking Oil (unrefined),Kg,2543.272727
2019-20,Northern,Dodo,Kg,592.2441626
2019-20,Northern,Donuts,Kg,1427.5
2019-20,Northern,Dry/Smoked Fish,Kg,3462.737545
2019-20,Northern,Eggplant,Kg,531.9233033
2019-20,Northern,Eggs,Kg,1634.615385
2019-20,Northern,Eggs,Tray of 30 eggs,
2019-20,Northern,Garlic,Kg,1643.72823
2019-20,Northern,Ghee,Kg,24222.22222
2019-20,Northern,Ginger (fresh),Kg,568.2064811
2019-20,Northern,Ginger (powder),Kg,17700
2019-20,Northern,Goat Meat,Kg,10476
2019-20,Northern,Green Pepper,Kg,625.6829068
2019-20,Northern,Ground Nuts (in shell),Kg,4989.855072
2019-20,Northern,Ground Nuts (paste),Kg,5298.148148
2019-20,Northern,Ground Nuts (pounded),Kg,16958.33333
2019-20,Northern,Ground Nuts (shelled),Kg,12898.42209
2019-20,Northern,Honey,Kg,5714.285714
2019-20,Northern,Ice Cream,Kg,4800
2019-20,Northern,Infant Formula,Kg,3250
2019-20,Northern,Irish Potatoes,Kg,1429.691877
2019-20,Northern,Jam/Marmalade,Kg,2062.289482
2019-20,Northern,Kabalagala,Kg,232.2209302
2019-20,Northern,Macaroni/Spaghetti,Kg,6500
2019-20,Northern,Maize (cobs),Kg,896.1907683
2019-20,Northern,Maize (flour),Kg,6635.524055
2019-20,Northern,Maize (grains),Kg,4014.971751
2019-20,Northern,Mangos,Kg,424.2719385
2019-20,Northern,Matoke,Kg,1582.924659
2019-20,Northern,Milk (powdered),Kg,56666.66667
2019-20,Northern,Millet Flour,Kg,7831.096197
2019-20,Northern,Mukene,Kg,13458.97319
2019-20,Northern,Mushrooms,Kg,1318.765131
2019-20,Northern,Ndiizi,Kg,1075.398812
2019-20,Northern,Okra,Kg,403.3162107
2019-20,Northern,Onions,Kg,829.4658712
2019-20,Northern,Oranges,Kg,482.3386985
2019-20,Northern,Other Alcoholic Drinks,Kg,2375.154321
2019-20,Northern,Other Drinks,Kg,1791.666667
2019-20,Northern,Other Fish (dried),Kg,2362.626263
2019-20,Northern,Other Fish (fresh),Kg,6558.48198
2019-20,Northern,Other Foods,Kg,
2019-20,Northern,Other Fruits,Kg,1560.049137
2019-20,Northern,Other Juice (fresh),Kg,2261.038961
2019-20,Northern,Other Juice (packed),Kg,12300
2019-20,Northern,Other Juice (restaurants),Kg,2333.333333
2019-20,Northern,Other Meat,Kg,9205.882353
2019-20,Northern,Other Spices,Kg,132000
2019-20,Northern,Other Tobacco,Kg,11691.87675
2019-20,Northern,Other Vegetables,Kg,523.8144641
2019-20,Northern,Passion Fruits,Kg,1453.75428
2019-20,Northern,Pawpaw,Kg,1865.941562
2019-20,Northern,Peas,Kg,8786.217949
2019-20,Northern,Peas (dry),Kg,13779.66667
2019-20,Northern,Perch (dried),Kg,3723.009091
2019-20,Northern,Perch (fresh),Kg,6142.54386
2019-20,Northern,Pineapple,Kg,4884.462912
2019-20,Northern,Pork,Kg,10462.5
2019-20,Northern,Pumpkins,Kg,4133.185347
2019-20,Northern,Restaurant (food),Kg,
2019-20,Northern,Restaurant (soda),Kg,3315.217391
2019-20,Northern,Rice,Kg,7968.411867
2019-20,Northern,Salt,Kg,1486.30137
2019-20,Northern,Samosas,Kg,726.9230769
2019-20,Northern,Sim Sim,Kg,17999.88506
2019-20,Northern,Sim Sim (paste),Kg,5296.610169
2019-20,Northern,Sorghum,Kg,3816.343669
2019-20,Northern,Soybeans (dry),Kg,9860
2019-20,Northern,Sugarcane,Kg,714.2857143
2019-20,Northern,Sweet Potatoes (dry),Kg,827.5122549
2019-20,Northern,Sweet Potatoes (fresh),Kg,1050.924154
2019-20,Northern,Tea (leaves),Kg,10433.20611
2019-20,Northern,Tilapia (fresh),Kg,6309.443327
2019-20,Northern,Tomatoes,Kg,680.3176573
2019-20,Northern,Waragi,Kg,5668.835979
2019-20,Northern,Water,Kg,1737.037037
2019-20,Northern,Watermelon,Kg,4727.453517
2019-20,Northern,Wheat (flour),Kg,2500
2019-20,Northern,Yams (arrowroot),Kg,5549.517253
2019-20,Northern,Yoghurt,Kg,6571.428571
2019-20,Western,Avocado,Kg,666.4640652
2019-20,Western,Beans (dry),Kg,2913.433773
2019-20,Western,Beans (fresh),Kg,1719.71201
2019-20,Western,Beef,Kg,10481.41264
2019-20,Western,Beer,Kg,5709.793351
2019-20,Western,Biscuits,Kg,3620
2019-20,Western,Bogoya,Kg,2122.047688
2019-20,Western,Bongo,Kg,1250
2019-20,Western,Bread,Kg,4605.673759
2019-20,Western,Cabbage (green),Kg,2347.898555
2019-20,Western,Cakes,Kg,2580.911774
2019-20,Western,Carrots,Kg,971.8646638
2019-20,Western,Cassava (dry),Kg,1296.364423
2019-20,Western,Cassava (fresh),Kg,1244.735847
2019-20,Western,Chapati,Kg,1935.9375
2019-20,Western,Cigarettes,Kg,8852.5
2019-20,Western,Coffee,Kg,10666.66667
2019-20,Western,Cooking Oil (refined),Kg,3471.360219
2019-20,Western,Cooking Oil (unrefined),Kg,3504.727952
2019-20,Western,Dodo,Kg,948.0501661
2019-20,Western,Donuts,Kg,1750
2019-20,Western,Dry/Smoked Fish,Kg,3058.304635
2019-20,Western,Eggplant,Kg,625.2458979
2019-20,Western,Eggs,Kg,1576.715686
2019-20,Western,Eggs,Tray of 30 eggs,
2019-20,Western,Garlic,Kg,2495.782492
2019-20,Western,Ghee,Kg,25450.45045
2019-20,Western,Ginger (fresh),Kg,1269.091137
2019-20,Western,Goat Meat,Kg,12029.41176
2019-20,Western,Green Pepper,Kg,685.5206311
2019-20,Western,Ground Nuts (in shell),Kg,3500
2019-20,Western,Ground Nuts (paste),Kg,5221.428571
2019-20,Western,Ground Nuts (pounded),Kg,5128.089888
2019-20,Western,Ground Nuts (shelled),Kg,4749.019608
2019-20,Western,Infant Formula,Kg,85000
2019-20,Western,Irish Potatoes,Kg,1089.010215
2019-20,Western,Jackfruit (fresh),Kg,5366.056572
2019-20,Western,Jam/Marmalade,Kg,1473.712191
2019-20,Western,Kabalagala,Kg,388.8888889
2019-20,Western,Macaroni/Spaghetti,Kg,5775
2019-20,Western,Maize (cobs),Kg,647.6924111
2019-20,Western,Maize (flour),Kg,2186.985726
2019-20,Western,Maize (grains),Kg,4250
2019-20,Western,Mangos,Kg,690.1027079
2019-20,Western,"Margarine, Butter, etc",Kg,6375
2019-20,Western,Matoke,Kg,1197.234612
2019-20,Western,Milk (powdered),Kg,52500
2019-20,Western,Millet Flour,Kg,2729.935275
2019-20,Western,Mukene,Kg,7068.59099
2019-20,Western,Mushrooms,Kg,1256.535948
2019-20,Western,Ndiizi,Kg,1093.030085
2019-20,Western,Nkejje (dried),Kg,5045.977011
2019-20,Western,Okra,Kg,1666.666667
2019-20,Western,Onions,Kg,1672.883576
2019-20,Western,Oranges,Kg,828.2810628
2019-20,Western,Other Alcoholic Drinks,Kg,4290.968801
2019-20,Western,Other Drinks,Kg,2166.666667
2019-20,Western,Other Fish (dried),Kg,3099.047619
2019-20,Western,Other Fish (fresh),Kg,4101.717172
2019-20,Western,Other Foods,Kg,
2019-20,Western,Other Fruits,Kg,2551.892679
2019-20,Western,Other Juice (restaurants),Kg,3916.666667
2019-20,Western,Other Spices,Kg,64153.84615
2019-20,Western,Other Tobacco,Kg,14848.48485
2019-20,Western,Other Vegetables,Kg,1102.687627
2019-20,Western,Passion Fruits,Kg,1137.077959
2019-20,Western,Pawpaw,Kg,2381.335471
2019-20,Western,Peas,Kg,8322.916667
2019-20,Western,Peas (dry),Kg,6266.666667
2019-20,Western,Perch (dried),Kg,4662.990196
2019-20,Western,Perch (fresh),Kg,7221.969697
2019-20,Western,Pineapple,Kg,3153.270079
2019-20,Western,Pork,Kg,9888.461538
2019-20,Western,Pumpkins,Kg,2973.951895
2019-20,Western,Restaurant (food),Kg,
2019-20,Western,Restaurant (soda),Kg,3278.080698
2019-20,Western,Rice,Kg,3622.972973
2019-20,Western,Salt,Kg,1564.411765
2019-20,Western,Samosas,Kg,1254.166667
2019-20,Western,Sim Sim,Kg,26666.66667
2019-20,Western,Sorghum,Kg,3745.098039
2019-20,Western,Soybeans (dry),Kg,3250
2019-20,Western,Soybeans (fresh),Kg,1600
2019-20,Western,Sugarcane,Kg,1341.514143
2019-20,Western,Sweet Potatoes (dry),Kg,490.1960784
2019-20,Western,Sweet Potatoes (fresh),Kg,1084.035271
2019-20,Western,Tea (leaves),Kg,12592.48036
2019-20,Western,Tea (other),Kg,14000
2019-20,Western,Tilapia (fresh),Kg,4869.090909
2019-20,Western,Tomatoes,Kg,1014.142696
2019-20,Western,Waragi,Kg,7374.70964
2019-20,Western,Water,Kg,1654.166667
2019-20,Western,Watermelon,Kg,6093.8725
2019-20,Western,Wheat (flour),Kg,3200
2019-20,Western,Yams (arrowroot),Kg,4848.113045
2019-20,Western,Yoghurt,Kg,8600
