t,m,j,u,price
2005-06,Northern,Oranges,Kg,112.5980392
2005-06,Northern,Other Alcoholic Drinks,Kg,1187.400272
2005-06,Northern,Other Drinks,Kg,515.0998214
2005-06,Northern,Other Foods,Kg,955.5555556
2005-06,Northern,Other Fruits,Kg,530.4147465
2005-06,Northern,Other Juice,Kg,666.6666667
2005-06,Northern,Other Meat,Kg,2042.857143
2005-06,Northern,Other Tobacco,Kg,5935.388439
2005-06,Northern,Other Vegetables,Kg,114.8369245
2005-06,Northern,Passion Fruits,Kg,187.254902
2005-06,Northern,Peas,Kg,665.2859115
2005-06,Northern,Pork,Kg,2144.444444
2005-06,Northern,Restaurant (food),Kg,933.3333333
2005-06,Northern,Restaurant (soda),Kg,1782.697474
2005-06,Northern,Rice,Kg,1155.923099
2005-06,Northern,Salt,Kg,710.262183
2005-06,Northern,Sim Sim,Kg,750.8212782
2005-06,Northern,Sorghum,Kg,328.0815846
2005-06,Northern,Sugar,Kg,1743.08062
2005-06,Northern,Sweet Bananas,Kg,63.19093287
2005-06,Northern,Sweet Potatoes (dry),Kg,203.7254902
2005-06,Northern,Sweet Potatoes (fresh),Kg,308.4406295
2005-06,Northern,Tea,Kg,848.793456
2005-06,Northern,Tomatoes,Kg,154.4614804
2005-06,Western,Beans (dry),Kg,623.4412879
2005-06,Western,Beans (fresh),Kg,398.7099209
2005-06,Western,Beef,Kg,2182.239382
2005-06,Western,Beer,Kg,2409.977324
2005-06,Western,Bread,Kg,1234.971831
2005-06,Western,Cabbage (green),Kg,1208.25049
2005-06,Western,Cassava (dry),Kg,358.8129549
2005-06,Western,Cassava (fresh),Kg,494.9969881
2005-06,Western,Chicken,Kg,15713.81579
2005-06,Western,Cigarettes,Kg,1804.88799
2005-06,Western,Coffee,Kg,2433.333333
2005-06,Western,Cooking Oil,Kg,1438.067409
2005-06,Western,Dodo,Kg,142.6824019
2005-06,Western,Dry/Smoked Fish,Kg,990.8532669
2005-06,Western,Eggs,Kg,389.6052632
2005-06,Western,Eggs,Tray of 30 eggs,
2005-06,Western,Fresh Fish,Kg,1061.5454
2005-06,Western,Ghee,Kg,5923.163841
2005-06,Western,Goat Meat,Kg,2466.666667
2005-06,Western,Ground Nuts (in shell),Kg,241.6666667
2005-06,Western,Ground Nuts (pounded),Kg,1295.855269
2005-06,Western,Ground Nuts (shelled),Kg,1176.415094
2005-06,Western,Infant Formula,Kg,22000
2005-06,Western,Irish Potatoes,Kg,378.7662338
2005-06,Western,Maize (cobs),Kg,260.7843137
2005-06,Western,Maize (flour),Kg,546.9389499
2005-06,Western,Maize (grains),Kg,312.0114943
2005-06,Western,Mangos,Kg,163.7414966
2005-06,Western,"Margarine, Butter, etc",Kg,2862.040811
2005-06,Western,Matoke,Kg,361.9139147
2005-06,Western,Millet,Kg,568.3485577
2005-06,Western,Onions,Kg,179.3332454
2005-06,Western,Oranges,Kg,363.3333333
2005-06,Western,Other Alcoholic Drinks,Kg,1926.633621
2005-06,Western,Other Drinks,Kg,429.3076923
2005-06,Western,Other Foods,Kg,533.3333333
2005-06,Western,Other Fruits,Kg,562.8287982
2005-06,Western,Other Juice,Kg,3111.111111
2005-06,Western,Other Meat,Kg,2071.428571
2005-06,Western,Other Tobacco,Kg,5399.05427
2005-06,Western,Other Vegetables,Kg,209.2796646
2005-06,Western,Passion Fruits,Kg,411.6176471
2005-06,Western,Peas,Kg,688.8888889
2005-06,Western,Pork,Kg,2029.545455
2005-06,Western,Restaurant (food),Kg,1333.333333
2005-06,Western,Restaurant (soda),Kg,1683.696145
2005-06,Western,Rice,Kg,1124.54955
2005-06,Western,Salt,Kg,712.6345093
2005-06,Western,Sim Sim,Kg,968.8685524
2005-06,Western,Sorghum,Kg,400.8680556
2005-06,Western,Sugar,Kg,1695.433145
2005-06,Western,Sweet Bananas,Kg,89.19792796
2005-06,Western,Sweet Potatoes (dry),Kg,318.1818182
2005-06,Western,Sweet Potatoes (fresh),Kg,272.6540084
2005-06,Western,Tea,Kg,1268.792061
2005-06,Western,Tomatoes,Kg,248.2107623
