t,m,j,u,price
2013-14,Eastern,Eggs,Tray of 30 eggs,
2013-14,Eastern,Fresh Fish,Kg,2719.622924
2013-14,Eastern,Ghee,Kg,24840
2013-14,Eastern,Goat Meat,Kg,7239.548021
2013-14,Eastern,Green Pepper,Kg,635.5561818
2013-14,Eastern,Ground Nuts (in shell),Kg,4946.990741
2013-14,Eastern,Ground Nuts (paste),Kg,4343.238866
2013-14,Eastern,Ground Nuts (pounded),Kg,5427.49529
2013-14,Eastern,Ground Nuts (shelled),Kg,4024.545454
2013-14,Eastern,Irish Potatoes,Kg,909.5357011
2013-14,Eastern,Maize (cobs),Kg,661.9484775
2013-14,Eastern,Maize (flour),Kg,1521.111111
2013-14,Eastern,Maize (grains),Kg,1046.491228
2013-14,Eastern,Mangos,Kg,457.3646778
2013-14,Eastern,"Margarine, Butter, etc",Kg,7010.158704
2013-14,Eastern,Matoke,Kg,1356.056181
2013-14,Eastern,Millet,Kg,1702.32263
2013-14,Eastern,Onions,Kg,606.387784
2013-14,Eastern,Oranges,Kg,655.4808481
2013-14,Eastern,Other Alcoholic Drinks,Kg,3195.051354
2013-14,Eastern,Other Drinks,Kg,2000
2013-14,Eastern,Other Foods,Kg,
2013-14,Eastern,Other Fruits,Kg,3518.675909
2013-14,Eastern,Other Juice,Kg,
2013-14,Eastern,Other Meat,Kg,5000
2013-14,Eastern,Other Tobacco,Kg,6020.833333
2013-14,Eastern,Other Vegetables,Kg,887.0484398
2013-14,Eastern,Passion Fruits,Kg,1424.678268
2013-14,Eastern,Pawpaw,Kg,1873.594825
2013-14,Eastern,Peas,Kg,4033.333333
2013-14,Eastern,Peas (dry),Kg,2336.904762
2013-14,Eastern,Pineapple,Kg,3175.024161
2013-14,Eastern,Pork,Kg,5772.72727
2013-14,Eastern,Pumpkins,Kg,2396.947392
2013-14,Eastern,Restaurant (food),Kg,
2013-14,Eastern,Restaurant (soda),Kg,3212.583926
2013-14,Eastern,Rice,Kg,2500
2013-14,Eastern,Salt,Kg,1072.605374
2013-14,Eastern,Sim Sim,Kg,5812.121212
2013-14,Eastern,Sorghum,Kg,1435.643564
2013-14,Eastern,Sugar,Kg,2655.89701
2013-14,Eastern,Sweet Bananas,Kg,1052.755996
2013-14,Eastern,Sweet Potatoes (dry),Kg,790.8333333
2013-14,Eastern,Sweet Potatoes (flour),Kg,763.3333333
2013-14,Eastern,Sweet Potatoes (fresh),Kg,1052.098363
2013-14,Eastern,Tea,Kg,7066.320046
2013-14,Eastern,Tomatoes,Kg,668.5246849
2013-14,Eastern,Water,Kg,1150
2013-14,Eastern,Watermelon,Kg,3012.595118
2013-14,Eastern,Wheat (flour),Kg,2143.75
2013-14,Northern,Apples,Kg,4024.542429
2013-14,Northern,Avocado,Kg,527.028506
2013-14,Northern,Beans (dry),Kg,6419.327122
2013-14,Northern,Beans (fresh),Kg,5389.396285
2013-14,Northern,Beef,Kg,7286.701209
2013-14,Northern,Beer,Kg,3912.634921
2013-14,Northern,Bread,Kg,2585.483871
2013-14,Northern,Cabbage (green),Kg,2449.80342
2013-14,Northern,Carrots,Kg,1093.479644
2013-14,Northern,Cassava (dry),Kg,989.6619199
2013-14,Northern,Cassava (fresh),Kg,772.90037
2013-14,Northern,Chapati,Kg,1257.8125
2013-14,Northern,Chicken,Kg,22020.45651
2013-14,Northern,Cigarettes,Kg,2312.523099
2013-14,Northern,Coffee,Kg,2427.777777
2013-14,Northern,Cooking Oil,Kg,2787.383026
2013-14,Northern,Dodo,Kg,503.974284
2013-14,Northern,Dry/Smoked Fish,Kg,2989.418842
2013-14,Northern,Eggplant,Kg,995.5393659
2013-14,Northern,Eggs,Kg,902.9076879
2013-14,Northern,Eggs,Tray of 30 eggs,
2013-14,Northern,Fresh Fish,Kg,3134.069499
2013-14,Northern,Ghee,Kg,7000
2013-14,Northern,Goat Meat,Kg,7357.142857
2013-14,Northern,Green Pepper,Kg,815.8392617
2013-14,Northern,Ground Nuts (in shell),Kg,6552.122642
2013-14,Northern,Ground Nuts (paste),Kg,3858.062779
2013-14,Northern,Ground Nuts (pounded),Kg,9775
2013-14,Northern,Ground Nuts (shelled),Kg,5241.578947
2013-14,Northern,Infant Formula,Kg,72916.66611
2013-14,Northern,Irish Potatoes,Kg,1131.045752
2013-14,Northern,Maize (cobs),Kg,601.3887038
2013-14,Northern,Maize (flour),Kg,2586.626344
2013-14,Northern,Maize (grains),Kg,7278.378378
2013-14,Northern,Mangos,Kg,317.6345725
2013-14,Northern,"Margarine, Butter, etc",Kg,4432.692308
2013-14,Northern,Matoke,Kg,1249.738822
2013-14,Northern,Millet,Kg,3626.91358
2013-14,Northern,Onions,Kg,538.3553672
2013-14,Northern,Oranges,Kg,371.144953
2013-14,Northern,Other Alcoholic Drinks,Kg,3153.420434
2013-14,Northern,Other Drinks,Kg,2593.333333
2013-14,Northern,Other Foods,Kg,
2013-14,Northern,Other Fruits,Kg,853.1876739
2013-14,Northern,Other Juice,Kg,
2013-14,Northern,Other Meat,Kg,5246.212121
2013-14,Northern,Other Tobacco,Kg,12852.1564
2013-14,Northern,Other Vegetables,Kg,613.8778893
2013-14,Northern,Passion Fruits,Kg,462.8936253
2013-14,Northern,Pawpaw,Kg,1350.279278
2013-14,Northern,Peas,Kg,5769.921569
2013-14,Northern,Peas (dry),Kg,2523.798077
2013-14,Northern,Pineapple,Kg,4291.860089
2013-14,Northern,Pork,Kg,7022.633745
2013-14,Northern,Pumpkins,Kg,2151.782532
2013-14,Northern,Restaurant (food),Kg,
2013-14,Northern,Restaurant (soda),Kg,3276.832151
2013-14,Northern,Rice,Kg,6307.611549
2013-14,Northern,Salt,Kg,1177.114942
2013-14,Northern,Sim Sim,Kg,12335.53826
2013-14,Northern,Sorghum,Kg,2606.474464
2013-14,Northern,Sugar,Kg,3486.075949
2013-14,Northern,Sweet Bananas,Kg,1061.899239
2013-14,Northern,Sweet Potatoes (dry),Kg,2013.521242
2013-14,Northern,Sweet Potatoes (fresh),Kg,737.3457693
2013-14,Northern,Tea,Kg,7259.728183
2013-14,Northern,Tomatoes,Kg,445.8081276
2013-14,Northern,Water,Kg,1166.025641
2013-14,Northern,Watermelon,Kg,4755.002114
2013-14,Northern,Wheat (flour),Kg,2300
2013-14,Western,Apples,Kg,3020.903456
2013-14,Western,Avocado,Kg,545.4717695
2013-14,Western,Beans (dry),Kg,2053.106796
2013-14,Western,Beans (fresh),Kg,1825.673401
2013-14,Western,Beef,Kg,6893.333333
2013-14,Western,Beer,Kg,4918.181818
2013-14,Western,Bread,Kg,3388.220551
2013-14,Western,Cabbage (green),Kg,2159.546695
2013-14,Western,Carrots,Kg,968.75
2013-14,Western,Cassava (dry),Kg,906.8452381
2013-14,Western,Cassava (fresh),Kg,1119.205286
2013-14,Western,Chapati,Kg,1570.394737
2013-14,Western,Chicken,Kg,36449.55553
2013-14,Western,Cigarettes,Kg,2142.222222
2013-14,Western,Coffee,Kg,3106.17283
2013-14,Western,Cooking Oil,Kg,3019.27099
2013-14,Western,Dodo,Kg,691.3260672
2013-14,Western,Dry/Smoked Fish,Kg,2107.044065
2013-14,Western,Eggplant,Kg,9499.503604
2013-14,Western,Eggs,Kg,924.2930895
2013-14,Western,Fresh Fish,Kg,1841.017375
2013-14,Western,Ghee,Kg,36676.01245
2013-14,Western,Goat Meat,Kg,7790.909086
2013-14,Western,Green Pepper,Kg,648.480672
2013-14,Western,Ground Nuts (in shell),Kg,1550
2013-14,Western,Ground Nuts (paste),Kg,7269.23072
2013-14,Western,Ground Nuts (pounded),Kg,4666.265938
2013-14,Western,Ground Nuts (shelled),Kg,3363.636364
2013-14,Western,Irish Potatoes,Kg,1131.030295
2013-14,Western,Maize (cobs),Kg,597.3988652
2013-14,Western,Maize (flour),Kg,1791.45
2013-14,Western,Maize (grains),Kg,2921.568627
2013-14,Western,Mangos,Kg,505.0404969
2013-14,Western,"Margarine, Butter, etc",Kg,7791.522414
2013-14,Western,Matoke,Kg,1160.532622
2013-14,Western,Millet,Kg,2209.617918
2013-14,Western,Onions,Kg,710.5090175
2013-14,Western,Oranges,Kg,1038.222626
2013-14,Western,Other Alcoholic Drinks,Kg,6470.634921
2013-14,Western,Other Drinks,Kg,2338.888889
2013-14,Western,Other Foods,Kg,
2013-14,Western,Other Fruits,Kg,2114.764371
2013-14,Western,Other Juice,Kg,
2013-14,Western,Other Meat,Kg,7250
2013-14,Western,Other Tobacco,Kg,17897.12644
2013-14,Western,Other Vegetables,Kg,1120.664009
2013-14,Western,Passion Fruits,Kg,811.79138
2013-14,Western,Pawpaw,Kg,1810.306664
2013-14,Western,Peas,Kg,6211.853832
2013-14,Western,Peas (dry),Kg,3213.333333
2013-14,Western,Pineapple,Kg,2789.791861
2013-14,Western,Pork,Kg,6488.888889
2013-14,Western,Pumpkins,Kg,2585.298694
2013-14,Western,Restaurant (food),Kg,
2013-14,Western,Restaurant (soda),Kg,3237.821565
2013-14,Western,Rice,Kg,3085.635358
2013-14,Western,Salt,Kg,1272.623931
2013-14,Western,Sim Sim,Kg,6133.333333
2013-14,Western,Sorghum,Kg,1866.666667
2013-14,Western,Sugar,Kg,3031.220654
2013-14,Western,Sweet Bananas,Kg,967.5166095
2013-14,Western,Sweet Potatoes (dry),Kg,1150
2013-14,Western,Sweet Potatoes (fresh),Kg,854.9924804
2013-14,Western,Tea,Kg,6794.864339
2013-14,Western,Tomatoes,Kg,856.3913752
2013-14,Western,Water,Kg,1071.428571
2013-14,Western,Watermelon,Kg,5039.282962
2013-14,Western,Wheat (flour),Kg,2100
