t,m,j,u,price
2011-12,Northern,Dodo,Kg,457.3909966
2011-12,Northern,Dry/Smoked Fish,Kg,1629.247982
2011-12,Northern,Eggplant,Kg,453.5099829
2011-12,Northern,Eggs,Kg,808.0840507
2011-12,Northern,Eggs,Tray of 30 eggs,
2011-12,Northern,Fresh Fish,Kg,2102.741485
2011-12,Northern,Ghee,Kg,4109.090909
2011-12,Northern,Goat Meat,Kg,7142.073171
2011-12,Northern,Green Pepper,Kg,713.9724868
2011-12,Northern,Ground Nuts (in shell),Kg,2321.3125
2011-12,Northern,Ground Nuts (paste),Kg,4602.509599
2011-12,Northern,Ground Nuts (pounded),Kg,5907.526882
2011-12,Northern,Ground Nuts (shelled),Kg,4935.726496
2011-12,Northern,Infant Formula,Kg,19800
2011-12,Northern,Irish Potatoes,Kg,1199.070318
2011-12,Northern,Maize (cobs),Kg,1208.789501
2011-12,Northern,Maize (flour),Kg,2343.933041
2011-12,Northern,Maize (grains),Kg,1052.380952
2011-12,Northern,Mangos,Kg,412.9469367
2011-12,Northern,"Margarine, Butter, etc",Kg,1001984.416
2011-12,Northern,Matoke,Kg,1187.140065
2011-12,Northern,Millet,Kg,2546.608709
2011-12,Northern,Onions,Kg,568.3093317
2011-12,Northern,Oranges,Kg,377.1966523
2011-12,Northern,Other Alcoholic Drinks,Kg,3704.442925
2011-12,Northern,Other Drinks,Kg,3133.333333
2011-12,Northern,Other Foods,Kg,
2011-12,Northern,Other Juice,Kg,
2011-12,Northern,Other Meat,Kg,2769.170715
2011-12,Northern,Other Tobacco,Kg,379.5620438
2011-12,Northern,Other Vegetables,Kg,314.4194303
2011-12,Northern,Passion Fruits,Kg,382.6330532
2011-12,Northern,Pawpaw,Kg,1337.829562
2011-12,Northern,Peas,Kg,5931.578947
2011-12,Northern,Peas (dry),Kg,1786.287879
2011-12,Northern,Pineapple,Kg,3606.271096
2011-12,Northern,Pork,Kg,5969.387755
2011-12,Northern,Pumpkins,Kg,2874.118033
2011-12,Northern,Restaurant (food),Kg,
2011-12,Northern,Restaurant (soda),Kg,3157.630573
2011-12,Northern,Rice,Kg,3844.444444
2011-12,Northern,Salt,Kg,1050.367268
2011-12,Northern,Sim Sim,Kg,6767.97048
2011-12,Northern,Sorghum,Kg,1748.359101
2011-12,Northern,Sugar,Kg,3986.050725
2011-12,Northern,Sweet Bananas,Kg,1786.115458
2011-12,Northern,Sweet Potatoes (dry),Kg,666.6666667
2011-12,Northern,Sweet Potatoes (fresh),Kg,779.1980887
2011-12,Northern,Tea,Kg,2964.548022
2011-12,Northern,Tomatoes,Kg,461.3650706
2011-12,Northern,Watermelon,Kg,4024.542429
2011-12,Western,Avocado,Kg,891.062551
2011-12,Western,Beans (dry),Kg,1716.417084
2011-12,Western,Beans (fresh),Kg,1388.694572
2011-12,Western,Beef,Kg,6702.926829
2011-12,Western,Beer,Kg,4300.460829
2011-12,Western,Bread,Kg,3932.220321
2011-12,Western,Cabbage (green),Kg,1570.35642
2011-12,Western,Carrots,Kg,607.1428571
2011-12,Western,Cassava (dry),Kg,1349.200741
2011-12,Western,Cassava (fresh),Kg,1642.987376
2011-12,Western,Chicken,Kg,21725.10695
2011-12,Western,Cigarettes,Kg,407.9971989
2011-12,Western,Coffee,Kg,9360
2011-12,Western,Cooking Oil,Kg,3493.659812
2011-12,Western,Dodo,Kg,501.2574437
2011-12,Western,Dry/Smoked Fish,Kg,1755.065929
2011-12,Western,Eggplant,Kg,490.9341645
2011-12,Western,Eggs,Kg,1062.612617
2011-12,Western,Eggs,Tray of 30 eggs,
2011-12,Western,Fresh Fish,Kg,1721.521336
2011-12,Western,Ghee,Kg,11814.72222
2011-12,Western,Goat Meat,Kg,7540.47619
2011-12,Western,Green Pepper,Kg,1115.801908
2011-12,Western,Ground Nuts (in shell),Kg,866.6666667
2011-12,Western,Ground Nuts (paste),Kg,2761.538462
2011-12,Western,Ground Nuts (pounded),Kg,6156.876457
2011-12,Western,Ground Nuts (shelled),Kg,3674.074074
2011-12,Western,Irish Potatoes,Kg,755.0254176
2011-12,Western,Maize (cobs),Kg,1110.518932
2011-12,Western,Maize (flour),Kg,1630.554719
2011-12,Western,Maize (grains),Kg,961.7346939
2011-12,Western,Mangos,Kg,365.0828495
2011-12,Western,"Margarine, Butter, etc",Kg,373238.2997
2011-12,Western,Matoke,Kg,943.6180564
2011-12,Western,Millet,Kg,1923.045267
2011-12,Western,Onions,Kg,578.9410133
2011-12,Western,Oranges,Kg,714.8849199
2011-12,Western,Other Alcoholic Drinks,Kg,3811.111111
2011-12,Western,Other Drinks,Kg,675
2011-12,Western,Other Foods,Kg,
2011-12,Western,Other Fruits,Kg,2330.064559
2011-12,Western,Other Juice,Kg,
2011-12,Western,Other Meat,Kg,5000
2011-12,Western,Other Tobacco,Kg,477.9440468
2011-12,Western,Other Vegetables,Kg,595.8212606
2011-12,Western,Passion Fruits,Kg,859.4090414
2011-12,Western,Pawpaw,Kg,1355.614362
2011-12,Western,Peas,Kg,4500
2011-12,Western,Peas (dry),Kg,2412.5
2011-12,Western,Pineapple,Kg,2256.751635
2011-12,Western,Pork,Kg,6171.428571
2011-12,Western,Pumpkins,Kg,1956.209806
2011-12,Western,Restaurant (food),Kg,
2011-12,Western,Restaurant (soda),Kg,3225.099417
2011-12,Western,Rice,Kg,2944.791667
2011-12,Western,Salt,Kg,1278.257861
2011-12,Western,Sim Sim,Kg,1200
2011-12,Western,Sorghum,Kg,1238.194444
2011-12,Western,Sugar,Kg,3609.235364
2011-12,Western,Sweet Bananas,Kg,1774.073203
2011-12,Western,Sweet Potatoes (dry),Kg,500
2011-12,Western,Sweet Potatoes (fresh),Kg,978.4435898
2011-12,Western,Tea,Kg,3383.407905
2011-12,Western,Tomatoes,Kg,663.7919359
2011-12,Western,Watermelon,Kg,2683.028286
